Title,Author,Secondary Author(s),Illustrator(s),Translator(s),Series Name,State,District,Challenge/Removal,Ban Status,Initiating Action
The Insiders,"Oshiro, Mark",,,,,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The Insiders,"Oshiro, Mark",,,,,Iowa,Norwalk Community School District,October 2023,Banned pending investigation,Administration
The Girl from the Sea,"Ostertag, Molly Knox",,,,,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The Hidden Witch,"Ostertag, Molly Knox",,,,,Florida,Collier County Public Schools,September 2023,Banned by restriction,Formal Challenge
The Hidden Witch,"Ostertag, Molly Knox",,,,,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The Midwinter Witch,"Ostertag, Molly Knox",,,,The Witch Boy,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The Witch Boy,"Ostertag, Molly Knox",,,,The Witch Boy,Florida,Okaloosa County School District,August 2023,Banned pending investigation,Administration
The Witch Boy,"Ostertag, Molly Knox",,,,The Witch Boy,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The Witch Boy,"Ostertag, Molly Knox",,,,The Witch Boy,Iowa,Mid-Prairie Community School District,June 2024,Banned,Administration
The Witch Boy,"Ostertag, Molly Knox",,,,The Witch Boy,Iowa,Spencer Community School District,June 2024,Banned pending investigation,Administration
The Beloved Wild,"Ostrom, Melissa",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Unleaving,"Ostrom, Melissa",,,,,Texas,North East Independent School District,June 2024,Banned,Administration
Away We Go,"Ostrovski, Emil",,,,,Iowa,Nevada Community School District,October 2023,Banned pending investigation,Administration
Draw the Line (KO),"Otoshi, Kathryn",,,,,Iowa,Alta-Aurelia Community Schools,October 2023,Banned pending investigation,Administration
When the Emperor Was Divine,"Otsuka, Julie",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
The Imitation Game: Alan Turing Decoded,"Ottaviani, Jim",,"Purvis, Leland",,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
"Ars Amatoria; Or, The Art of Love",Ovid,,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
Metamorphoses,Ovid,,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Florida,Charlotte County Public Schools,August 2023,Banned,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Florida,Seminole County Public Schools,April 2024,Banned,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Iowa,Bondurant-Farrar Community School District,March 2024,Banned pending investigation,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Iowa,Central Lyon Community School District,October 2023,Banned,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Iowa,Clear Lake Community School District,June 2024,Banned,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Iowa,Decorah Community School District,June 2024,Banned pending investigation,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Iowa,East Union Community School District,June 2024,Banned,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Iowa,Grundy Center Community School District,June 2024,Banned,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Iowa,Nevada Community School District,October 2023,Banned,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Iowa,Northeast Community School District,June 2024,Banned pending investigation,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Iowa,Norwalk Community School District,October 2023,Banned pending investigation,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Iowa,Pocahontas Area Community School District,June 2024,Banned,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Iowa,Ridge View Community School District,June 2024,Banned,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Iowa,Shenandoah Community School District,June 2024,Banned,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Iowa,Sioux Center Community School District,June 2024,Banned,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Iowa,Solon Community School District,June 2024,Banned,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Texas,Conroe Independent School District,November 2023,Banned,Administration
Where the Crawdads Sing,"Owens, Delia",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
Raintree Steck-Vaughn Illustrated Science Encyclopedia,"Oxford, Andromeda",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Kings Rising,"Pacat, C. S.",,,,The Captive Prince Triology,Florida,Santa Rosa County Schools,February 2024,Banned,Formal Challenge
The Dive From Clausen's Pier,"Packer, Ann",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration
HIV infection: The Facts You Need to Know,"Packer, Kenneth L.",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Stealing Snow,"Paige, D. M.",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Dorothy Must Die,"Paige, Daniella",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
Better than the Movies,"Painter, Lynn",,,,,Florida,Clay County School District,September 2023,Banned pending investigation,Formal Challenge
"Sojourner Truth: A life, A Symbol","Painter, Nell Irvin",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Wonder,"Palacio, R.J.",,,,,Florida,Clay County School District,February 2024,Banned pending investigation,Formal Challenge
Adjustment Day,"Palahniuk, Chuck",,,,,Florida,Polk County Public Schools,April 2024,Banned,Formal Challenge
Adjustment Day,"Palahniuk, Chuck",,,,,Iowa,West Des Moines Community Schools,October 2023,Banned pending investigation,Administration
Choke (CP),"Palahniuk, Chuck",,,,,Florida,Broward County Public Schools,January 2024,Banned,Administration
Choke (CP),"Palahniuk, Chuck",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
Choke (CP),"Palahniuk, Chuck",,,,,Florida,Seminole County Public Schools,April 2024,Banned,Administration
Choke (CP),"Palahniuk, Chuck",,,,,Iowa,West Des Moines Community Schools,October 2023,Banned pending investigation,Administration
Choke (CP),"Palahniuk, Chuck",,,,,Maine,Maine School Administrative District #6,August 2023,Banned,Formal Challenge
Choke (CP),"Palahniuk, Chuck",,,,,Texas,Plano Independent School District,October 2023,Banned,Formal Challenge
Choke (CP),"Palahniuk, Chuck",,,,,Texas,Southside Independent School District,May 2024,Banned,Administration
Choke (CP),"Palahniuk, Chuck",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned by restriction,"Informal Challenge, Administration"
Damned,"Palahniuk, Chuck",,,,,Texas,Southside Independent School District,May 2024,Banned,Administration
Doomed,"Palahniuk, Chuck",,,,,Florida,Leon County Schools,July 2023,Banned,Formal Challenge
Doomed,"Palahniuk, Chuck",,,,,Iowa,West Des Moines Community Schools,October 2023,Banned pending investigation,Administration
Fight Club,"Palahniuk, Chuck",,,,Fight Club,Florida,Seminole County Public Schools,November 2023,Banned,Administration
Fight Club,"Palahniuk, Chuck",,,,Fight Club,Iowa,Cedar Falls Community School District,June 2024,Banned pending investigation,Administration
Fight Club,"Palahniuk, Chuck",,,,Fight Club,Utah,Washington County Schools,August 2023,Banned,Administration
Fight Club,"Palahniuk, Chuck",,,,Fight Club,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
Haunted,"Palahniuk, Chuck",,,,,Florida,Alachua County Public Schools,March 2024,Banned,Formal Challenge
Haunted,"Palahniuk, Chuck",,,,,Iowa,West Des Moines Community Schools,October 2023,Banned pending investigation,Administration
Haunted,"Palahniuk, Chuck",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
Invisible Monsters Remix,"Palahniuk, Chuck",,,,,Florida,Orange County Public Schools,February 2024,Banned,Administration
Invisible Monsters Remix,"Palahniuk, Chuck",,,,,Florida,Pinellas County Schools,May 2024,Banned,Administration
Invisible Monsters Remix,"Palahniuk, Chuck",,,,,Iowa,West Des Moines Community Schools,October 2023,Banned pending investigation,Administration
Invisible Monsters Remix,"Palahniuk, Chuck",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
Lullaby,"Palahniuk, Chuck",,,,,Florida,Orange County Public Schools,February 2024,Banned,Administration
Lullaby,"Palahniuk, Chuck",,,,,Florida,School District of Manatee County,March 2024,Banned,Formal Challenge
Lullaby,"Palahniuk, Chuck",,,,,Iowa,West Des Moines Community Schools,October 2023,Banned pending investigation,Administration
Rant: The Oral Biography of Buster Casey,"Palahniuk, Chuck",,,,,Florida,Pinellas County Schools,July 2023,Banned,Formal Challenge
Rant: The Oral Biography of Buster Casey,"Palahniuk, Chuck",,,,,Iowa,West Des Moines Community Schools,October 2023,Banned pending investigation,Administration
Snuff,"Palahniuk, Chuck",,,,,Iowa,West Des Moines Community Schools,October 2023,Banned pending investigation,Administration
The Best at It,"Pancholy, Maulik",,,,,Florida,St. John's County School District,July 2023,Banned by restriction,Administration
The Best at It,"Pancholy, Maulik",,,,,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The Best at It,"Pancholy, Maulik",,,,,Iowa,Keota Community School District,October 2023,Banned,Administration
The Best at It,"Pancholy, Maulik",,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration
The Best at It,"Pancholy, Maulik",,,,,Iowa,Martensdale-St. Marys Community School District,October 2023,Banned pending investigation,Administration
The Best at It,"Pancholy, Maulik",,,,,Iowa,Mid-Prairie Community School District,June 2024,Banned,Administration
The Best at It,"Pancholy, Maulik",,,,,Iowa,Norwalk Community School District,October 2023,Banned pending investigation,Administration
The Best at It,"Pancholy, Maulik",,,,,Iowa,United Community School District,October 2023,Banned,Administration
Bloom,"Panetta, Kevin",,"Ganucheau, Savanna",,,Florida,Clay County School District,October 2023,Banned by restriction,Formal Challenge
M or F?,"Papademetriou, Lisa","Tebbetts, Chris",,,,Florida,Collier County Public Schools,September 2023,Banned by restriction,Formal Challenge
Behind Closed Doors,"Paris, B. A.",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
A Long Walk to Water: Based on a True Story,"Park, Linda Sue",,,,,Iowa,Adel DeSoto Minburn Community School District,June 2024,Banned,Administration
Project Mulberry,"Park, Linda Sue",,,,,Florida,St. John's County School District,July 2023,Banned by restriction,Administration
Who Put This Song On?,"Parker, Morgan",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Valediction,"Parker, Robert B.",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Super Human Encyclopedia: Discover the Amazing Things Your Body Can Do,"Parker, Steve",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Dogs of Babel,"Parkhurst, Carolyn",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
Diary of a Misfit: A Memoir and a Mystery,"Parks, Casey",,,,,Kentucky,Boyle County Schools,October 2023,Banned,Administration
The Learning Tree,"Parks, Gordon",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration
The Learning Tree,"Parks, Gordon",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
How Prevalent Is Racism in Society?,"Parks, Peggy J.",,,,,Texas,Klein Independent School District,August 2023,Banned,Administration
Adventures with Waffles,"Parr, Maria",,"Forrester, Kate","Puzey, Guy",,Florida,Clay County School District,June 2024,Banned by restriction,Formal Challenge
It's Okay To Be Different,"Parr, Todd",,,,Todd Parr Classics,Georgia,Cobb County School District,August 2023,Banned pending investigation,Administration
The Family Book,"Parr, Todd",,,,,Florida,Hernando County Schools,October 2023,Banned pending investigation,Formal Challenge
The Family Book,"Parr, Todd",,,,,Iowa,Adel DeSoto Minburn Community School District,June 2024,Banned,Administration
The Family Book,"Parr, Todd",,,,,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The Family Book,"Parr, Todd",,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration
The Family Book,"Parr, Todd",,,,,Iowa,Marshalltown Community School District,September 2023,Banned,Administration
Coping with Date Rape and Acquaintance Rape,"Parrot, Andrea",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Coping with Date Rape and Acquaintance Rape,"Parrot, Andrea",,,,,Iowa,South Tama County Community School District,December 2023,Banned,Administration
Kill Game,"Pascal, Francine",,,,,Florida,Clay County School District,November 2023,Banned pending investigation,Formal Challenge
What was the Wild West,"Pascal, Janet B.",,"Marchesi, Stephen",,What was...?,Florida,Clay County School District,September 2023,Banned pending investigation,Formal Challenge
Who Was Dr. Seuss?,"Pascal, Janet B.",,"Harrison, Nancy",,Who Was?,Florida,Clay County School District,July 2023,Banned pending investigation,Formal Challenge
Who Was Maurice Sendak?,"Pascal, Janet B.",,"Marchesi, Stephen",,Who Was?,Florida,St. John's County School District,July 2023,Banned by restriction,Administration
Fence,"Pascat, C.S.",,,,,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
Fence: Rivals,"Pascat, C.S.",,,,,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
Doctor Zhivago,"Pasternak, Boris Leonidovich",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Bel Canto,"Patchett, Ann",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
State of Wonder,"Patchett, Ann",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
State of Wonder,"Patchett, Ann",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
The Patron Saint of Liars,"Patchett, Ann",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
Rani Patel in Full Effect,"Patel, Sonia",,,,,Florida,Escambia County Public Schools,December 2023,Banned pending investigation,Administration
Jacob Have I Loved,"Paterson, Katherine",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Land and People of South Africa,"Paton, Jonathan",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
10th Anniversary,"Patterson, James",,,,,Iowa,West Burlington Independent School District,June 2024,Banned,Administration
1st to Die,"Patterson, James",,,,Women's Murder Club,Florida,Collier County Public Schools,October 2023,Banned,Administration
1st to Die,"Patterson, James",,,,Women's Murder Club,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
2nd Chance,"Patterson, James","Gross, Andrew",,,Women's Murder Club,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
3rd Degree,"Patterson, James","Gross, Andrew",,,Women's Murder Club,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
4th of July,"Patterson, James","Paetro, Maxine",,,Women's Murder Club,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
"Alex Cross (Series, Title not Specified)","Patterson, James",,,,Alex Cross,Iowa,Clear Lake Community School District,June 2024,Banned,Administration
"All-American Murder: The Rise and Fall of Aaron Hernandez, the Superstar Whose Life Ended on Murderers' Row","Patterson, James","Abramovich, Alex; Harvkey, Mike",,,,Maine,Hermon School Department,August 2023,Banned by restriction,Administration
Along Came A Spider,"Patterson, James",,,,Alex Cross,Florida,Collier County Public Schools,October 2023,Banned,Administration
Confessions of a Murder Suspect,"Patterson, James","Paetro, Maxine",,,Confessions of a Murder Suspect,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Confessions of a Murder Suspect,"Patterson, James","Paetro, Maxine",,,Confessions of a Murder Suspect,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Crazy House,"Patterson, James",,,,Crazy House,Texas,North East Independent School District,June 2024,Banned,Administration
Cross,"Patterson, James",,,,Cross,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Cross Country,"Patterson, James",,,,Alex Cross,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Demons and Druids,"Patterson, James",,,,Daniel X,Texas,North East Independent School District,June 2024,Banned,Administration
Honeymoon,"Patterson, James","Roughan, Howard",,,Honeymoon,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
Judge and Jury,"Patterson, James","Gross, Andrew",,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Lifeguard,"Patterson, James","Gross, Andrew",,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
London Bridges,"Patterson, James",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
"Maximum Ride: The Manga, Vol 3","Patterson, James",,"Lee, NaRae; Blackman, Abigail",,Maximum Ride,Florida,Clay County School District,August 2023,Banned by restriction,Formal Challenge
NYPD Red,"Patterson, James","Karp, Marshall",,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
"Private: New York, Los Angeles, London, Paris","Patterson, James","Paetro, Maxine",,,Private,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
"Private: New York, Los Angeles, London, Paris","Patterson, James","Paetro, Maxine",,,Private,Iowa,Clear Lake Community School District,June 2024,Banned,Administration
Sail,"Patterson, James","Roughan, Howard",,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
Sam's Letters to Jennifer,"Patterson, James","Roughan, Howard",,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
Suzanne's Diary for Nicholas,"Patterson, James",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
The 5th Horseman,"Patterson, James","Paetro, Maxine",,,Women's Murder Club,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
The 9th Judgment,"Patterson, James","Paetro, Maxine",,,Women's Murder Club,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
The 9th Judgment,"Patterson, James","Paetro, Maxine",,,Women's Murder Club,Iowa,West Burlington Independent School District,June 2024,Banned,Administration
The Beach House,"Patterson, James","De Jonge, Peter",,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Big Bad Wolf,"Patterson, James",,,,Alex Cross,Florida,Collier County Public Schools,October 2023,Banned pending investigation,Administration
The Big Bad Wolf,"Patterson, James",,,,Alex Cross,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Dangerous Days of Daniel X,"Patterson, James",,,,Daniel X,Texas,North East Independent School District,June 2024,Banned,Administration
The Jester,"Patterson, James",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Lake House,"Patterson, James",,,,When the Wind Blows,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
The Murder of King Tut: The Plot to Kill the Child King - A Nonfiction Thriller,"Patterson, James","Dugard, Martin",,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Tick Tock,"Patterson, James","Ledwidge, Michael",,,Michael Bennett,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Toys,"Patterson, James","McMahon, Neil",,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Violets Are Blue (JP),"Patterson, James",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Violets Are Blue (JP),"Patterson, James",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Watch the Skies,"Patterson, James",,,,Daniel X,Texas,North East Independent School District,June 2024,Banned,Administration
When the Wind Blows,"Patterson, James",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
When the Wind Blows,"Patterson, James",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Zoo,"Patterson, James","Ledwidge, Michael",,,Zoo,Florida,Escambia County Public Schools,April 2024,Banned pending investigation,Administration
Born Ready: The True Story of a Boy Named Penelope,"Patterson, Jodie",,"Barlow, Charnelle Pinkney",,,Florida,St. John's County School District,July 2023,Banned,Administration
Hatchet,"Paulsen, Gary",,,,Brian's Saga,Florida,Clay County School District,July 2023,Banned pending investigation,Formal Challenge
Lawn Boy (GP),"Paulsen, Gary",,,,Lawboy,Iowa,Red Oak School District,October 2023,Banned,Administration
Sideways: The Shooting Script,"Payne, Alexander","Taylor, Jim",,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
Enough,"Payne, Mary Jennifer",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Explorers and Discoverers: from Alexander the Great to Sally Ride,"Pear, Nancy",,,,,Texas,North East Independent School District,June 2024,Banned,Administration
Pink Is for Boys,"Pearlman, Robb",,"Kaban, Eda",,,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
Pink Is for Boys,"Pearlman, Robb",,"Kaban, Eda",,,Iowa,Northeast Community School District,June 2024,Banned,Administration
Ancient Greece,"Pearson, Anne",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Dance of Thieves,"Pearson, Mary E.",,,,Dance of Thieves,Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration
The Beauty of Darkness,"Pearson, Mary E.",,,,The Remnant Chronicles,Florida,Escambia County Public Schools,December 2023,Banned pending investigation,Administration
The Heart of Betrayal,"Pearson, Mary E.",,,,The Remnant Chronicles,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Kiss of Deception,"Pearson, Mary E.",,,,The Remnant Chronicles,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Vow of Thieves,"Pearson, Mary E.",,,,Dance of Thieves,Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration
A Year Down Yonder,"Peck, Richard",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Fair Weather,"Peck, Richard",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Best Man,"Peck, Richard",,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration
A Day No Pigs Would Die,"Peck, Robert Newton",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
A Day No Pigs Would Die,"Peck, Robert Newton",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
Exposure,"Peet, Mal",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration
Big Nate All Work and No Play: A Collection of Sundays,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate and Friends,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned,Administration
Big Nate Blasts Off,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate Flips Out,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate From the Top,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate Game On!,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate Goes for Broke,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate Hug it Out!,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate in the Zone,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate Lives it Up,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate Makes the Grade,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate on a Roll,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate Strikes Again,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned,Administration
Big Nate: A Good Old-Fashioned Wedgie,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate: Genius Mode,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate: Great Minds Think Alike,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate: I Can’t Take It,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned,Administration
Big Nate: In a Class by Himself,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate: Mr. Popularity,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate: Revenge of the Cream Puffs,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate: Say Good-bye to Dork City,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate: The Crowd Goes Wild,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate: What Could Possibly Go Wrong,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned pending investigation,Administration
Big Nate's Greatest Hits,"Peirce, Lincoln",,,,Big Nate,Florida,Union County School District,August 2023,Banned,Administration
"A Child Called ""It"": One Child's Courage to Survive","Pelzer, Dave",,,,,Iowa,Aplington-Parkersburg Community School District,June 2024,Banned,Administration
"A Child Called ""It"": One Child's Courage to Survive","Pelzer, Dave",,,,,Iowa,Eddyville-Blakesburg-Fremont Community School District,June 2024,Banned,Administration
"A Child Called ""It"": One Child's Courage to Survive","Pelzer, Dave",,,,,Iowa,Indianola Community School District,October 2023,Banned,Administration
"A Child Called ""It"": One Child's Courage to Survive","Pelzer, Dave",,,,,Iowa,Nevada Community School District,October 2023,Banned pending investigation,Administration
"A Child Called ""It"": One Child's Courage to Survive","Pelzer, Dave",,,,,Iowa,Ridge View Community School District,June 2024,Banned,Administration
"A Child Called ""It"": One Child's Courage to Survive","Pelzer, Dave",,,,,Iowa,Spirit Lake Community School District,June 2024,Banned,Administration
"A Child Called ""It"": One Child's Courage to Survive","Pelzer, Dave",,,,,Missouri,Cameron R-1 School District,December 2023,Banned by restriction,Administration
"A Child Called ""It"": One Child's Courage to Survive","Pelzer, Dave",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned by restriction,"Informal Challenge, Administration"
The Lost Boy: A Foster Child's Search for the Love of a Family,"Pelzer, Dave",,,,Dave Pelzer,Iowa,Nevada Community School District,October 2023,Banned pending investigation,Administration
The Privilege of Youth: A Teenager's Story,"Pelzer, Dave",,,,,Iowa,Nevada Community School District,October 2023,Banned pending investigation,Administration
All Are Welcome,"Penfold, Alexandra",,"Kaufman, Suzanne",,,Kentucky,Boyle County Schools,October 2023,Banned,Administration
The Moviegoer,"Percy, Walker",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Florida,Duval County Public Schools,December 2023,Banned pending investigation,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Florida,Polk County Public Schools,June 2024,Banned pending investigation,Formal Challenge
Out of Darkness,"Pérez, Ashley Hope",,,,,Florida,School District of Manatee County,October 2023,Banned,Unclear
Out of Darkness,"Pérez, Ashley Hope",,,,,Florida,St. John's County School District,July 2023,Banned by restriction,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Georgia,Cobb County School District,August 2023,Banned pending investigation,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Aplington-Parkersburg Community School District,June 2024,Banned,Administration
